Quantity,Hardware Description with Size,Grade,Length (in)
42,"ASTM A307 3/4"" All Thread Rod",ASTM A354 Grade BC,18.057
90,"ASTM F1554 5/8"" Anchor Bolt",ASTM A325,8.483
14,"A563 3/4"" Heavy Hex Nut",ASTM A325,3.399
132,"ASTM F1554 5/8"" Anchor Bolt",ASTM F1554 Grade 105,7.542
195,SS M16x2.0 Hex Bolt,ASTM B8 Class 1,11.594
54,SS M8x1.25 Hex Bolt,ASTM A307 Grade A,8.307
127,"ASTM A502 3/4"" Solid Rivet",ASTM B8 Class 1,4.464
91,"SS 1/2"" Flat Washer",SAE J429 Grade 8,16.062
125,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,13.028
138,"ASTM F1554 3/4"" Anchor Bolt",ASTM A325,7.055
31,"SS 1/2"" Flat Washer",ASTM A354 Grade BC,11.474
13,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 105,17.106
72,"ASTM A449 1/2"" Stud",ASTM A490,9.861
2,"SS 5/8""-11 Hex Bolt",SAE J429 Grade 8,16.213
116,ASTM A307 M12 All Thread Rod,ASTM A307 Grade A,5.504
111,"SS 3/8""-16 Hex Bolt",ASTM A307 Grade B,0.519
33,SS M8x1.25 Hex Bolt,ASTM A354 Grade BC,15.031
143,"SS 1/2"" Flat Washer",ASTM A490,2.938
135,"ASTM A307 3/4"" All Thread Rod",SAE Grade 8,16.878
176,"ASTM A307 1/2"" All Thread Rod",ASTM B8M Class 2,12.401
188,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 55,13.485
17,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 36,1.258
196,"SS 3/4"" Flat Washer",ASTM A354 Grade BC,14.836
49,SS M12x1.75 Hex Bolt,ASTM A325,17.558
137,"SS 5/8""-11 Hex Bolt",SAE J429 Grade 2,3.861
197,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 8,9.228
20,"SS 1/4""-20 Hex Bolt",ASTM F1554 Grade 55,0.334
100,"SS 3/4"" Flat Washer",ASTM B8 Class 1,11.672
175,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade B,4.968
34,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 36,17.722
31,"ASTM A449 3/4"" Stud",ASTM A307 Grade A,16.592
166,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 8,1.327
186,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,0.834
18,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 36,11.63
131,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade B,13.624
173,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 2,9.893
105,"ASTM A307 1/2"" All Thread Rod",ASTM B8 Class 1,0.537
31,SS M12x1.75 Hex Bolt,SAE Grade 8,4.953
192,"SS 1/2"" Flat Washer",ASTM A490,19.461
101,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade A,12.168
60,"ASTM A449 3/4"" Stud",ASTM A490,10.771
66,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,4.077
47,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 105,6.606
36,"SS 1/2""-13 Hex Bolt",SAE J429 Grade 5,1.252
65,"SS 3/4"" Flat Washer",SAE J429 Grade 8,9.534
128,"SS 1/2"" Flat Washer",SAE Grade 8,3.882
81,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 2,18.175
101,"ASTM A307 3/4"" All Thread Rod",ASTM B8 Class 1,8.459
5,"ASTM A449 1/2"" Stud",ASTM A354 Grade BC,18.156
141,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 5,17.389
61,"SS 3/4"" Flat Washer",SAE J429 Grade 8,16.93
43,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 55,5.911
72,"Steel 3/4"" Turnbuckle",SAE J429 Grade 8,19.892
83,"ASTM A449 1/2"" Stud",ASTM B8 Class 1,13.193
135,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BC,9.859
180,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 36,12.155
54,"SS 1/2""-13 Hex Bolt",SAE J429 Grade 5,11.645
100,SS M10x1.5 Hex Bolt,ASTM A354 Grade BD,16.439
93,SS M16x2.0 Hex Bolt,SAE J429 Grade 5,0.188
190,"ASTM A307 1/2"" All Thread Rod",ASTM B8M Class 2,13.696
54,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 36,19.655
16,"Aluminum 3/4"" Turnbuckle",ASTM B8M Class 2,19.459
49,"ASTM A502 1/2"" Solid Rivet",ASTM A307 Grade B,18.373
7,"ASTM A449 3/4"" Stud",ASTM A307 Grade A,14.384
1,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,4.801
39,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,5.822
114,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 8,17.264
69,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 55,5.55
120,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 8,18.548
163,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade B,7.608
74,"SS 3/8""-16 Hex Bolt",ASTM B8M Class 2,19.965
64,"SS 1/2"" Flat Washer",ASTM A354 Grade BC,19.091
74,SS M10x1.5 Hex Bolt,ASTM A490,3.225
93,SS M16x2.0 Hex Bolt,ASTM A307 Grade B,14.783
41,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BD,1.077
38,"Steel 5/8"" Turnbuckle",ASTM B8M Class 2,10.006
83,"A563 5/8"" Heavy Hex Nut",SAE J429 Grade 8,13.147
198,"ASTM F1554 5/8"" Anchor Bolt",ASTM B8 Class 1,17.006
21,"A563 3/4"" Heavy Hex Nut",ASTM A490,7.253
174,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 8,16.713
17,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,18.378
96,"SS 5/8""-11 Hex Bolt",ASTM A307 Grade A,11.812
187,SS M16x2.0 Hex Bolt,ASTM A325,18.71
109,SS M10x1.5 Hex Bolt,SAE Grade 8,5.23
194,"Aluminum 5/8"" Turnbuckle",SAE Grade 8,2.86
20,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 5,16.345
116,"Steel 3/4"" Turnbuckle",SAE Grade 5,13.899
168,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,8.378
199,"SS 3/8""-16 Hex Bolt",ASTM A307 Grade B,2.9
109,"ASTM A502 3/4"" Solid Rivet",ASTM B8 Class 1,0.638
45,"SS 3/4"" Flat Washer",ASTM A354 Grade BC,17.425
95,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,1.302
16,"A563 3/4"" Heavy Hex Nut",SAE Grade 5,12.134
138,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 105,9.787
92,"SS 1/2"" Flat Washer",SAE Grade 8,10.126
185,"ASTM F1554 3/4"" Anchor Bolt",ASTM B8 Class 1,5.873
95,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,4.425
126,"Steel 3/4"" Turnbuckle",ASTM A354 Grade BC,17.842
129,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 36,11.121
168,"SS 1""-8 Hex Bolt",ASTM F1554 Grade 36,14.788
2,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 105,10.657
94,"SS 5/8""-11 Hex Bolt",ASTM B8 Class 1,18.582
74,"SS 3/4"" Flat Washer",ASTM A325,1.382
35,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 55,2.481
58,SS M16x2.0 Hex Bolt,ASTM A307 Grade A,19.892
79,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,17.578
23,"SS 1/2""-13 Hex Bolt",ASTM A490,12.289
186,"SS 1""-8 Hex Bolt",SAE J429 Grade 5,13.763
25,"SS 1/4""-20 Hex Bolt",ASTM F1554 Grade 55,5.14
79,"SS 5/8""-11 Hex Bolt",ASTM A325,15.362
106,ASTM A307 M12 All Thread Rod,SAE J429 Grade 5,10.376
91,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 5,13.253
160,"SS 1/2"" Flat Washer",ASTM A325,12.95
6,"SS 3/4"" Flat Washer",ASTM A490,18.88
142,"ASTM F1554 5/8"" Anchor Bolt",SAE Grade 8,12.337
99,"Steel 3/4"" Turnbuckle",ASTM A307 Grade A,11.01
16,"SS 1/2"" Flat Washer",ASTM F1554 Grade 55,4.875
98,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade B,17.036
151,SS M16x2.0 Hex Bolt,ASTM B8 Class 1,16.634
127,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,5.273
103,SS M16x2.0 Hex Bolt,SAE J429 Grade 2,12.105
5,"ASTM F1554 3/4"" Anchor Bolt",ASTM F1554 Grade 55,10.689
168,SS M10x1.5 Hex Bolt,ASTM B8M Class 2,0.197
176,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,11.306
176,"SS 1/4""-20 Hex Bolt",ASTM B8 Class 1,8.804
175,SS M12x1.75 Hex Bolt,ASTM A354 Grade BD,1.884
155,"ASTM A502 3/4"" Solid Rivet",ASTM A490,11.778
51,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 5,11.14
185,SS M16x2.0 Hex Bolt,ASTM A307 Grade B,19.576
1,"ASTM A449 3/4"" Stud",ASTM A307 Grade B,1.626
139,"Aluminum 3/4"" Turnbuckle",ASTM A325,8.803
29,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 55,6.073
10,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 36,11.512
9,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 55,15.886
131,"ASTM F1554 3/4"" Anchor Bolt",ASTM A354 Grade BD,11.351
47,SS M8x1.25 Hex Bolt,ASTM F1554 Grade 36,1.602
88,ASTM A307 M12 All Thread Rod,SAE J429 Grade 2,7.449
56,SS M8x1.25 Hex Bolt,ASTM F1554 Grade 36,0.138
48,"SS 1/2""-13 Hex Bolt",ASTM A325,8.833
84,"SS 1/4""-20 Hex Bolt",ASTM B8M Class 2,7.976
38,SS M8x1.25 Hex Bolt,ASTM B8M Class 2,0.951
46,SS M8x1.25 Hex Bolt,SAE J429 Grade 5,1.46
48,"ASTM A449 1/2"" Stud",ASTM B8M Class 2,11.479
6,"SS 5/8""-11 Hex Bolt",ASTM F1554 Grade 36,14.285
15,"Steel 3/4"" Turnbuckle",SAE J429 Grade 8,14.845
86,"SS 1/2""-13 Hex Bolt",ASTM A325,9.643
48,"ASTM A449 1/2"" Stud",ASTM A490,2.238
32,SS M16x2.0 Hex Bolt,SAE Grade 5,1.281
144,"SS 3/4"" Flat Washer",ASTM A307 Grade B,9.988
151,SS M8x1.25 Hex Bolt,SAE Grade 8,12.714
127,"Steel 3/4"" Turnbuckle",ASTM A307 Grade A,3.595
33,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 2,17.655
129,"SS 1""-8 Hex Bolt",ASTM B8 Class 1,8.186
72,"SS 1""-8 Hex Bolt",SAE J429 Grade 5,6.039
84,ASTM A307 M12 All Thread Rod,ASTM A325,4.59
163,"Steel 3/4"" Turnbuckle",ASTM A307 Grade B,19.395
41,"SS 3/4""-10 Hex Bolt",ASTM A307 Grade B,17.395
32,"A563 3/4"" Heavy Hex Nut",ASTM A354 Grade BC,4.677
22,"SS 3/4"" Flat Washer",ASTM A307 Grade B,11.772
153,"ASTM F1554 3/4"" Anchor Bolt",ASTM A325,16.734
178,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 55,17.677
85,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 36,3.174
3,"Steel 5/8"" Turnbuckle",ASTM A490,5.697
11,"ASTM F1554 3/4"" Anchor Bolt",ASTM A354 Grade BD,2.916
184,"ASTM F1554 3/4"" Anchor Bolt",ASTM A354 Grade BD,6.754
133,SS M16x2.0 Hex Bolt,ASTM A354 Grade BC,1.283
18,"ASTM A502 1/2"" Solid Rivet",ASTM A307 Grade B,19.492
165,"Aluminum 3/4"" Turnbuckle",ASTM A354 Grade BD,4.683
38,"A563 5/8"" Heavy Hex Nut",SAE J429 Grade 5,3.555
50,SS M12x1.75 Hex Bolt,ASTM A490,8.924
116,SS M12x1.75 Hex Bolt,SAE Grade 8,15.676
177,SS M10x1.5 Hex Bolt,SAE J429 Grade 5,11.733
83,"SS 1""-8 Hex Bolt",SAE Grade 5,14.676
43,"ASTM F1554 5/8"" Anchor Bolt",ASTM A325,17.372
168,"ASTM A502 1/2"" Solid Rivet",ASTM A325,0.414
163,SS M10x1.5 Hex Bolt,ASTM B8 Class 1,19.389
76,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 36,18.699
113,"Aluminum 5/8"" Turnbuckle",ASTM A354 Grade BD,18.208
193,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BD,3.722
55,"ASTM F1554 5/8"" Anchor Bolt",ASTM A354 Grade BD,2.558
189,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,3.499
89,ASTM A307 M12 All Thread Rod,ASTM A354 Grade BD,0.822
10,"Steel 3/4"" Turnbuckle",ASTM A354 Grade BD,8.084
22,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade B,16.845
196,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 55,13.439
89,"ASTM A307 3/4"" All Thread Rod",ASTM B8 Class 1,10.235
128,"SS 1/2"" Flat Washer",ASTM A490,0.57
190,"SS 5/8""-11 Hex Bolt",SAE J429 Grade 2,14.905
115,"SS 1""-8 Hex Bolt",ASTM A354 Grade BC,18.108
153,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 2,10.757
183,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 5,7.84
64,"SS 3/8""-16 Hex Bolt",SAE Grade 5,13.444
165,"SS 1""-8 Hex Bolt",ASTM A490,13.58
76,"SS 1/4""-20 Hex Bolt",SAE Grade 5,18.751
8,"ASTM F1554 5/8"" Anchor Bolt",ASTM A354 Grade BD,2.343
115,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 55,1.95
170,SS M12x1.75 Hex Bolt,ASTM B8M Class 2,12.36
157,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 36,11.715
140,SS M16x2.0 Hex Bolt,SAE J429 Grade 2,9.176
70,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BD,19.022
61,"SS 1/2""-13 Hex Bolt",SAE Grade 5,9.292
70,"Steel 3/4"" Turnbuckle",ASTM A307 Grade A,12.532
27,"ASTM A502 3/4"" Solid Rivet",SAE Grade 8,2.526
84,"ASTM A307 1/2"" All Thread Rod",SAE J429 Grade 5,13.427
112,"SS 3/8""-16 Hex Bolt",ASTM A354 Grade BC,12.365
89,"ASTM F1554 5/8"" Anchor Bolt",SAE Grade 5,5.06
95,"SS 3/4""-10 Hex Bolt",SAE Grade 8,17.078
184,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 105,11.747
193,SS M10x1.5 Hex Bolt,ASTM B8M Class 2,19.958
4,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,0.661
86,"Steel 3/4"" Turnbuckle",ASTM A354 Grade BC,13.469
183,"SS 3/4""-10 Hex Bolt",ASTM B8M Class 2,16.87
194,SS M16x2.0 Hex Bolt,SAE J429 Grade 5,8.576
27,"Steel 5/8"" Turnbuckle",SAE Grade 8,7.453
40,"ASTM F1554 3/4"" Anchor Bolt",ASTM A354 Grade BD,2.569
100,"ASTM F1554 3/4"" Anchor Bolt",ASTM A325,9.665
170,SS M16x2.0 Hex Bolt,ASTM A307 Grade B,17.172
148,ASTM A307 M12 All Thread Rod,ASTM B8 Class 1,7.073
4,"ASTM A449 1/2"" Stud",SAE Grade 5,2.301
174,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 36,7.641
194,"Steel 3/4"" Turnbuckle",ASTM B8 Class 1,4.269
15,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,19.896
105,ASTM A307 M12 All Thread Rod,ASTM B8M Class 2,7.834
104,"ASTM F1554 3/4"" Anchor Bolt",ASTM A307 Grade A,19.062
143,"ASTM A307 1/2"" All Thread Rod",ASTM A490,8.755
153,"A563 3/4"" Heavy Hex Nut",ASTM F1554 Grade 55,4.807
47,"ASTM F1554 5/8"" Anchor Bolt",ASTM B8M Class 2,12.558
184,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 8,2.143
33,"SS 3/8""-16 Hex Bolt",ASTM A307 Grade B,17.441
25,"ASTM F1554 3/4"" Anchor Bolt",ASTM F1554 Grade 36,18.437
59,"Aluminum 5/8"" Turnbuckle",SAE J429 Grade 8,6.922
73,"Steel 5/8"" Turnbuckle",SAE Grade 8,13.552
149,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade A,8.499
171,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 5,2.114
179,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BC,15.122
18,"SS 5/8""-11 Hex Bolt",SAE Grade 5,13.714
104,"ASTM A502 1/2"" Solid Rivet",SAE Grade 8,6.201
179,"ASTM A307 1/2"" All Thread Rod",SAE Grade 5,3.575
15,"SS 1""-8 Hex Bolt",ASTM B8 Class 1,13.518
167,"Steel 3/4"" Turnbuckle",ASTM A307 Grade B,4.853
75,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,15.767
39,SS M12x1.75 Hex Bolt,ASTM A307 Grade A,13.181
141,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 36,8.984
184,ASTM A307 M12 All Thread Rod,ASTM A490,10.023
26,SS M8x1.25 Hex Bolt,SAE J429 Grade 5,2.582
98,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,8.838
102,"SS 1/2"" Flat Washer",SAE Grade 8,3.394
56,"SS 1/4""-20 Hex Bolt",ASTM A307 Grade A,15.967
50,"ASTM A307 3/4"" All Thread Rod",SAE Grade 5,17.896
83,"Aluminum 5/8"" Turnbuckle",ASTM A490,7.517
70,"ASTM F1554 3/4"" Anchor Bolt",ASTM A325,15.708
34,"ASTM A449 3/4"" Stud",SAE J429 Grade 2,1.269
56,"SS 1""-8 Hex Bolt",ASTM F1554 Grade 36,3.42
39,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BD,10.91
166,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 8,16.699
193,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade A,16.048
109,SS M8x1.25 Hex Bolt,ASTM A490,8.533
90,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 55,11.28
75,"SS 1/4""-20 Hex Bolt",SAE Grade 5,7.807
185,"ASTM A502 3/4"" Solid Rivet",SAE Grade 5,11.42
32,SS M8x1.25 Hex Bolt,SAE J429 Grade 5,1.803
17,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 36,6.662
134,"ASTM A449 3/4"" Stud",SAE J429 Grade 2,10.342
127,"Steel 3/4"" Turnbuckle",ASTM B8 Class 1,16.325
105,"ASTM A449 1/2"" Stud",SAE J429 Grade 8,7.409
71,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 55,0.869
150,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 8,12.399
39,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 105,12.109
85,SS M16x2.0 Hex Bolt,ASTM A490,6.89
38,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 5,8.47
161,"ASTM A307 1/2"" All Thread Rod",ASTM A325,4.521
120,"SS 1""-8 Hex Bolt",ASTM A307 Grade A,1.92
25,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 2,6.511
32,"SS 3/4""-10 Hex Bolt",ASTM A325,9.994
12,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade B,19.959
98,"Steel 3/4"" Turnbuckle",SAE J429 Grade 5,6.119
93,"SS 1""-8 Hex Bolt",ASTM F1554 Grade 36,5.662
173,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 5,15.601
16,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 2,19.184
170,"SS 3/4"" Flat Washer",SAE Grade 5,7.804
132,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 105,8.995
53,ASTM A307 M12 All Thread Rod,SAE J429 Grade 2,15.739
64,"ASTM A307 1/2"" All Thread Rod",SAE Grade 5,13.713
180,"A563 5/8"" Heavy Hex Nut",ASTM A354 Grade BC,4.932
187,"SS 1/4""-20 Hex Bolt",ASTM B8 Class 1,17.078
102,"ASTM A449 1/2"" Stud",ASTM A325,7.46
174,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 2,17.854
191,"SS 1""-8 Hex Bolt",ASTM A354 Grade BD,13.865
163,"Steel 3/4"" Turnbuckle",ASTM A354 Grade BC,3.952
36,"SS 3/4""-10 Hex Bolt",SAE Grade 5,18.334
133,"SS 3/8""-16 Hex Bolt",ASTM A307 Grade B,2.244
176,"A563 5/8"" Heavy Hex Nut",SAE Grade 5,2.98
35,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 8,19.404
111,"SS 1/2""-13 Hex Bolt",ASTM A354 Grade BD,3.216
113,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 105,10.577
200,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 8,4.66
41,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 105,19.711
153,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 105,18.477
132,"SS 5/8""-11 Hex Bolt",ASTM A307 Grade A,12.292
170,SS M8x1.25 Hex Bolt,SAE J429 Grade 8,18.748
161,"SS 1""-8 Hex Bolt",ASTM A325,16.001
81,"SS 1/2"" Flat Washer",ASTM B8M Class 2,3.155
183,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,10.906
33,"ASTM A307 1/2"" All Thread Rod",SAE J429 Grade 5,8.879
130,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade B,11.958
200,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 55,13.161
31,"ASTM A502 1/2"" Solid Rivet",ASTM A354 Grade BC,7.648
112,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 8,19.145
102,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 2,4.522
49,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,11.267
119,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 8,18.802
16,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 105,0.226
43,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 8,17.298
46,"Steel 3/4"" Turnbuckle",SAE J429 Grade 2,17.629
95,SS M8x1.25 Hex Bolt,SAE J429 Grade 2,19.709
151,"SS 3/4""-10 Hex Bolt",ASTM F1554 Grade 105,12.096
145,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 36,1.87
72,SS M12x1.75 Hex Bolt,ASTM A307 Grade B,6.317
88,"ASTM A449 1/2"" Stud",ASTM A354 Grade BC,19.742
59,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 36,8.794
141,"SS 3/4""-10 Hex Bolt",ASTM B8 Class 1,16.259
34,"SS 3/4"" Flat Washer",SAE J429 Grade 2,2.631
74,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 2,8.746
195,"SS 5/8""-11 Hex Bolt",SAE Grade 8,18.791
123,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,1.45
183,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BC,9.259
73,SS M8x1.25 Hex Bolt,ASTM A325,4.903
166,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,12.35
133,"SS 1/4""-20 Hex Bolt",ASTM A325,11.126
160,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade B,6.62
45,"A563 3/4"" Heavy Hex Nut",ASTM A325,16.594
154,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 36,3.552
181,"A563 5/8"" Heavy Hex Nut",SAE Grade 5,10.624
43,SS M16x2.0 Hex Bolt,SAE J429 Grade 2,10.66
37,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 36,9.227
47,"ASTM A449 1/2"" Stud",SAE Grade 5,15.416
154,"ASTM A449 1/2"" Stud",SAE Grade 8,18.493
84,"SS 3/8""-16 Hex Bolt",ASTM A354 Grade BC,10.437
177,"SS 1/2""-13 Hex Bolt",ASTM A490,3.014
145,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade A,7.47
97,"Aluminum 5/8"" Turnbuckle",ASTM A307 Grade A,17.095
20,"ASTM A449 3/4"" Stud",ASTM A490,1.072
6,"SS 1""-8 Hex Bolt",ASTM B8 Class 1,6.941
85,"Steel 3/4"" Turnbuckle",ASTM B8M Class 2,0.297
21,"SS 1/4""-20 Hex Bolt",ASTM B8 Class 1,18.244
185,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 105,18.524
46,"SS 1/2"" Flat Washer",ASTM B8M Class 2,4.716
175,SS M10x1.5 Hex Bolt,SAE Grade 8,0.107
64,SS M8x1.25 Hex Bolt,ASTM A307 Grade B,0.986
3,"ASTM A449 1/2"" Stud",ASTM A354 Grade BD,5.239
38,ASTM A307 M12 All Thread Rod,ASTM A307 Grade B,2.605
52,"ASTM A449 1/2"" Stud",ASTM B8M Class 2,2.363
55,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 2,9.785
115,"ASTM A307 1/2"" All Thread Rod",SAE Grade 8,2.974
8,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 8,15.875
106,"ASTM A307 1/2"" All Thread Rod",SAE Grade 5,4.568
182,"SS 3/4""-10 Hex Bolt",ASTM A354 Grade BC,11.6
159,"SS 1/4""-20 Hex Bolt",ASTM B8 Class 1,5.818
125,"Aluminum 3/4"" Turnbuckle",SAE Grade 8,8.189
31,"SS 1/2""-13 Hex Bolt",SAE Grade 8,2.394
99,"ASTM A449 1/2"" Stud",ASTM A490,9.514
179,"ASTM A307 3/4"" All Thread Rod",SAE Grade 8,6.343
159,"SS 1""-8 Hex Bolt",ASTM A354 Grade BD,17.006
3,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 55,15.392
54,"SS 3/8""-16 Hex Bolt",SAE Grade 5,14.116
106,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,4.991
126,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 55,1.341
79,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 55,18.759
187,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade A,5.717
37,"ASTM A307 3/4"" All Thread Rod",ASTM A307 Grade A,7.471
141,ASTM A307 M12 All Thread Rod,ASTM B8 Class 1,8.207
58,"SS 5/8""-11 Hex Bolt",SAE Grade 8,13.51
175,"SS 3/4""-10 Hex Bolt",SAE Grade 5,1.266
107,"ASTM A502 3/4"" Solid Rivet",ASTM B8 Class 1,6.56
149,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade B,12.072
62,"SS 5/8""-11 Hex Bolt",SAE J429 Grade 8,15.631
173,"ASTM A449 1/2"" Stud",SAE J429 Grade 8,8.716
160,"SS 1""-8 Hex Bolt",ASTM A354 Grade BD,17.951
88,"ASTM A502 1/2"" Solid Rivet",ASTM A490,9.847
51,"ASTM F1554 5/8"" Anchor Bolt",ASTM F1554 Grade 55,15.99
55,"ASTM A307 3/4"" All Thread Rod",SAE Grade 5,11.75
145,"SS 1""-8 Hex Bolt",SAE J429 Grade 5,9.969
2,"SS 3/4"" Flat Washer",ASTM A307 Grade B,3.829
191,"ASTM A449 3/4"" Stud",SAE Grade 8,19.645
70,"SS 5/8""-11 Hex Bolt",ASTM A325,9.014
