Quantity,Material with Thickness,Grade,Length (ft)
19,PL 1/2 Steel Plate,ASTM A992,25.97
37,C8x11.5 Channel,ASTM A500 Grade B,31.98
50,L3x3x1/4 Angle,ASTM A572 Grade 50,1.1
7,L3x3x1/4 Angle,ASTM A709 Grade 50,24.32
39,PL 3/8 Steel Plate,ASTM A572 Grade 50,27.48
32,HSS6x6x3/8 Hollow Structural Section,ASTM A588,39.71
36,L4x4x3/8 Angle,ASTM A992,22.58
3,L3x3x1/4 Angle,ASTM A992,34.32
36,C10x15.3 Channel,ASTM A36,16.09
43,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,33.17
31,W8x18 Wide Flange Beam,ASTM A572 Grade 50,21.5
19,L4x4x3/8 Angle,ASTM A588,12.17
29,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,29.77
10,L3x3x1/4 Angle,ASTM A500 Grade C,14.55
11,PL 1/2 Steel Plate,ASTM A500 Grade C,18.69
33,PL 1/2 Steel Plate,ASTM A36,19.81
2,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,33.91
22,W8x18 Wide Flange Beam,ASTM A500 Grade C,37.75
45,PL 1/2 Steel Plate,ASTM A500 Grade B,21.01
48,HSS6x6x3/8 Hollow Structural Section,ASTM A36,3.83
49,L3x3x1/4 Angle,ASTM A36,26.85
27,C8x11.5 Channel,ASTM A709 Grade 50,38.96
40,PL 3/8 Steel Plate,ASTM A500 Grade B,6.78
24,HSS6x6x3/8 Hollow Structural Section,ASTM A992,7.22
37,L3x3x1/4 Angle,ASTM A992,23.8
45,HSS6x6x3/8 Hollow Structural Section,ASTM A36,12.15
36,W10x22 Wide Flange Beam,ASTM A500 Grade C,25.64
10,L3x3x1/4 Angle,ASTM A992,28.81
4,HSS4x4x1/4 Hollow Structural Section,ASTM A36,36.85
17,W10x22 Wide Flange Beam,ASTM A992,32.56
48,PL 1/2 Steel Plate,ASTM A500 Grade C,18.75
32,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,39.91
34,L3x3x1/4 Angle,ASTM A588,11.3
35,PL 1/2 Steel Plate,ASTM A572 Grade 50,9.38
17,C10x15.3 Channel,ASTM A992,8.16
26,PL 1/2 Steel Plate,ASTM A500 Grade C,34.65
9,W8x18 Wide Flange Beam,ASTM A992,30.22
12,L4x4x3/8 Angle,ASTM A588,36.27
18,W10x22 Wide Flange Beam,ASTM A572 Grade 50,5.01
30,PL 3/8 Steel Plate,ASTM A588,33.79
29,C8x11.5 Channel,ASTM A572 Grade 50,1.05
28,L3x3x1/4 Angle,ASTM A500 Grade C,30.02
31,PL 1/2 Steel Plate,ASTM A572 Grade 50,15.1
42,W10x22 Wide Flange Beam,ASTM A992,5.3
28,PL 1/2 Steel Plate,ASTM A36,35.87
43,PL 3/8 Steel Plate,ASTM A36,8.53
42,L3x3x1/4 Angle,ASTM A572 Grade 50,23.7
37,HSS6x6x3/8 Hollow Structural Section,ASTM A36,31.87
38,PL 1/2 Steel Plate,ASTM A572 Grade 50,20.89
18,W10x22 Wide Flange Beam,ASTM A500 Grade C,38.07
28,PL 1/2 Steel Plate,ASTM A500 Grade C,7.92
50,C10x15.3 Channel,ASTM A500 Grade B,38.18
44,PL 3/8 Steel Plate,ASTM A992,6.59
40,HSS4x4x1/4 Hollow Structural Section,ASTM A588,7.86
27,PL 1/2 Steel Plate,ASTM A992,7.19
16,L4x4x3/8 Angle,ASTM A709 Grade 50,16.8
2,C8x11.5 Channel,ASTM A709 Grade 50,6.5
45,C8x11.5 Channel,ASTM A588,36.42
39,W8x18 Wide Flange Beam,ASTM A588,14.99
35,L4x4x3/8 Angle,ASTM A500 Grade B,34.95
35,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,1.4
21,PL 3/8 Steel Plate,ASTM A992,35.88
9,W8x18 Wide Flange Beam,ASTM A36,28.46
45,W8x18 Wide Flange Beam,ASTM A36,37.78
39,PL 1/2 Steel Plate,ASTM A572 Grade 50,5.45
42,L3x3x1/4 Angle,ASTM A500 Grade B,13.43
46,C8x11.5 Channel,ASTM A709 Grade 50,1.27
47,L3x3x1/4 Angle,ASTM A500 Grade B,35.5
8,C10x15.3 Channel,ASTM A36,1.61
42,L3x3x1/4 Angle,ASTM A709 Grade 50,1.23
32,PL 1/2 Steel Plate,ASTM A572 Grade 50,6.19
3,C8x11.5 Channel,ASTM A572 Grade 50,26.22
16,C8x11.5 Channel,ASTM A572 Grade 50,18.1
24,C10x15.3 Channel,ASTM A588,20.79
25,C8x11.5 Channel,ASTM A992,12.85
25,PL 3/8 Steel Plate,ASTM A500 Grade B,7.93
30,PL 3/8 Steel Plate,ASTM A992,14.33
13,C8x11.5 Channel,ASTM A992,13.49
5,C10x15.3 Channel,ASTM A500 Grade C,25.98
8,L3x3x1/4 Angle,ASTM A500 Grade C,32.7
24,L3x3x1/4 Angle,ASTM A500 Grade B,3.4
23,L4x4x3/8 Angle,ASTM A709 Grade 50,32.98
2,C10x15.3 Channel,ASTM A500 Grade B,39.7
3,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,11.92
41,W8x18 Wide Flange Beam,ASTM A36,2.53
6,W10x22 Wide Flange Beam,ASTM A572 Grade 50,37.88
17,C10x15.3 Channel,ASTM A500 Grade B,32.1
4,L4x4x3/8 Angle,ASTM A588,24.81
31,C10x15.3 Channel,ASTM A709 Grade 50,9.51
35,L3x3x1/4 Angle,ASTM A500 Grade C,37.45
21,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,30.72
47,L4x4x3/8 Angle,ASTM A500 Grade B,6.41
17,W8x18 Wide Flange Beam,ASTM A992,22.86
31,L4x4x3/8 Angle,ASTM A588,30.68
11,L3x3x1/4 Angle,ASTM A588,31.84
47,PL 3/8 Steel Plate,ASTM A992,29.39
16,C10x15.3 Channel,ASTM A36,4.27
26,L4x4x3/8 Angle,ASTM A572 Grade 50,14.3
19,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,22.43
13,C8x11.5 Channel,ASTM A992,22.72
19,W8x18 Wide Flange Beam,ASTM A992,34.73
3,PL 3/8 Steel Plate,ASTM A500 Grade C,5.48
15,W8x18 Wide Flange Beam,ASTM A572 Grade 50,30.21
5,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,14.33
45,L4x4x3/8 Angle,ASTM A588,5.88
24,C10x15.3 Channel,ASTM A36,35.8
14,C10x15.3 Channel,ASTM A500 Grade B,39.56
19,L3x3x1/4 Angle,ASTM A500 Grade B,7.8
34,C8x11.5 Channel,ASTM A36,8.05
35,PL 1/2 Steel Plate,ASTM A992,37.63
5,L3x3x1/4 Angle,ASTM A992,17.79
6,HSS4x4x1/4 Hollow Structural Section,ASTM A36,19.07
3,L4x4x3/8 Angle,ASTM A572 Grade 50,26.02
35,W10x22 Wide Flange Beam,ASTM A500 Grade C,25.6
26,PL 1/2 Steel Plate,ASTM A588,1.59
47,L4x4x3/8 Angle,ASTM A588,18.72
31,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,37.53
30,HSS4x4x1/4 Hollow Structural Section,ASTM A992,36.4
27,C8x11.5 Channel,ASTM A500 Grade C,11.22
28,PL 1/2 Steel Plate,ASTM A500 Grade B,10.07
33,HSS4x4x1/4 Hollow Structural Section,ASTM A36,32.66
14,L3x3x1/4 Angle,ASTM A500 Grade C,36.38
22,PL 1/2 Steel Plate,ASTM A500 Grade B,28.73
22,HSS6x6x3/8 Hollow Structural Section,ASTM A588,35.68
23,C10x15.3 Channel,ASTM A572 Grade 50,12.72
14,W10x22 Wide Flange Beam,ASTM A588,33.7
31,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,7.42
23,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,2.51
42,W10x22 Wide Flange Beam,ASTM A709 Grade 50,7.59
21,PL 3/8 Steel Plate,ASTM A992,31.49
12,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,26.36
16,C10x15.3 Channel,ASTM A709 Grade 50,27.07
20,W10x22 Wide Flange Beam,ASTM A992,2.4
24,PL 1/2 Steel Plate,ASTM A500 Grade C,4.66
12,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,10.64
19,C8x11.5 Channel,ASTM A36,22.21
2,PL 1/2 Steel Plate,ASTM A588,25.85
18,L3x3x1/4 Angle,ASTM A572 Grade 50,6.3
21,W8x18 Wide Flange Beam,ASTM A709 Grade 50,34.8
47,W10x22 Wide Flange Beam,ASTM A36,8.76
1,PL 1/2 Steel Plate,ASTM A588,6.24
1,HSS6x6x3/8 Hollow Structural Section,ASTM A992,20.74
48,PL 3/8 Steel Plate,ASTM A500 Grade B,2.95
12,C8x11.5 Channel,ASTM A709 Grade 50,6.0
43,L3x3x1/4 Angle,ASTM A992,6.53
10,PL 3/8 Steel Plate,ASTM A709 Grade 50,14.12
38,C8x11.5 Channel,ASTM A992,25.33
21,L3x3x1/4 Angle,ASTM A572 Grade 50,16.81
48,PL 3/8 Steel Plate,ASTM A709 Grade 50,26.62
29,HSS6x6x3/8 Hollow Structural Section,ASTM A588,3.76
33,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,32.82
43,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,25.02
19,W8x18 Wide Flange Beam,ASTM A500 Grade C,13.75
19,PL 1/2 Steel Plate,ASTM A572 Grade 50,30.61
12,W10x22 Wide Flange Beam,ASTM A36,37.65
28,W8x18 Wide Flange Beam,ASTM A500 Grade B,10.58
5,PL 1/2 Steel Plate,ASTM A992,31.47
27,W8x18 Wide Flange Beam,ASTM A572 Grade 50,14.68
47,W10x22 Wide Flange Beam,ASTM A572 Grade 50,23.26
50,L3x3x1/4 Angle,ASTM A588,38.06
26,L4x4x3/8 Angle,ASTM A500 Grade C,2.23
39,HSS4x4x1/4 Hollow Structural Section,ASTM A992,39.92
47,W10x22 Wide Flange Beam,ASTM A992,19.5
24,PL 1/2 Steel Plate,ASTM A572 Grade 50,32.37
42,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,5.84
27,C10x15.3 Channel,ASTM A992,24.1
43,HSS4x4x1/4 Hollow Structural Section,ASTM A992,35.28
39,W10x22 Wide Flange Beam,ASTM A992,39.06
19,PL 1/2 Steel Plate,ASTM A588,38.51
16,PL 3/8 Steel Plate,ASTM A588,21.01
50,W10x22 Wide Flange Beam,ASTM A572 Grade 50,1.57
27,C8x11.5 Channel,ASTM A500 Grade B,35.83
49,C10x15.3 Channel,ASTM A992,35.47
15,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,35.2
31,PL 1/2 Steel Plate,ASTM A588,34.73
12,W10x22 Wide Flange Beam,ASTM A588,10.58
18,C8x11.5 Channel,ASTM A588,30.08
40,C8x11.5 Channel,ASTM A500 Grade C,30.14
29,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,27.2
23,HSS6x6x3/8 Hollow Structural Section,ASTM A36,1.6
13,W8x18 Wide Flange Beam,ASTM A500 Grade C,38.72
26,W10x22 Wide Flange Beam,ASTM A36,25.29
37,HSS4x4x1/4 Hollow Structural Section,ASTM A992,5.88
22,L4x4x3/8 Angle,ASTM A500 Grade B,23.41
9,PL 3/8 Steel Plate,ASTM A36,37.05
33,W10x22 Wide Flange Beam,ASTM A36,23.33
3,L4x4x3/8 Angle,ASTM A500 Grade B,21.97
5,W10x22 Wide Flange Beam,ASTM A500 Grade C,19.65
20,L4x4x3/8 Angle,ASTM A500 Grade B,39.26
17,L3x3x1/4 Angle,ASTM A36,9.66
29,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,17.26
10,L4x4x3/8 Angle,ASTM A709 Grade 50,11.03
17,L3x3x1/4 Angle,ASTM A588,11.41
30,C10x15.3 Channel,ASTM A709 Grade 50,7.31
40,W8x18 Wide Flange Beam,ASTM A992,34.06
27,C10x15.3 Channel,ASTM A572 Grade 50,16.47
15,PL 3/8 Steel Plate,ASTM A572 Grade 50,2.51
44,HSS4x4x1/4 Hollow Structural Section,ASTM A992,5.12
14,W8x18 Wide Flange Beam,ASTM A588,6.05
43,C10x15.3 Channel,ASTM A500 Grade C,26.52
2,W10x22 Wide Flange Beam,ASTM A500 Grade B,3.55
41,L4x4x3/8 Angle,ASTM A992,29.33
10,PL 1/2 Steel Plate,ASTM A572 Grade 50,5.86
15,PL 1/2 Steel Plate,ASTM A992,10.3
11,L3x3x1/4 Angle,ASTM A36,32.19
18,PL 1/2 Steel Plate,ASTM A588,10.53
37,HSS6x6x3/8 Hollow Structural Section,ASTM A588,30.73
48,L3x3x1/4 Angle,ASTM A500 Grade C,18.67
36,L3x3x1/4 Angle,ASTM A500 Grade C,37.77
25,C10x15.3 Channel,ASTM A572 Grade 50,27.62
43,PL 1/2 Steel Plate,ASTM A500 Grade B,7.16
23,W10x22 Wide Flange Beam,ASTM A992,23.32
15,PL 3/8 Steel Plate,ASTM A572 Grade 50,29.19
32,HSS6x6x3/8 Hollow Structural Section,ASTM A588,15.42
6,L4x4x3/8 Angle,ASTM A572 Grade 50,12.12
41,W8x18 Wide Flange Beam,ASTM A500 Grade B,19.56
24,PL 3/8 Steel Plate,ASTM A500 Grade C,28.17
45,L4x4x3/8 Angle,ASTM A572 Grade 50,21.13
38,L3x3x1/4 Angle,ASTM A36,36.82
30,PL 1/2 Steel Plate,ASTM A588,26.69
7,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,20.0
3,C8x11.5 Channel,ASTM A36,23.62
33,PL 1/2 Steel Plate,ASTM A500 Grade B,13.91
47,L3x3x1/4 Angle,ASTM A500 Grade B,37.15
37,L4x4x3/8 Angle,ASTM A588,32.67
32,PL 1/2 Steel Plate,ASTM A500 Grade B,26.62
49,W10x22 Wide Flange Beam,ASTM A572 Grade 50,17.41
9,PL 3/8 Steel Plate,ASTM A500 Grade B,25.33
36,PL 1/2 Steel Plate,ASTM A588,12.48
40,HSS6x6x3/8 Hollow Structural Section,ASTM A992,17.17
48,C8x11.5 Channel,ASTM A572 Grade 50,23.66
33,L3x3x1/4 Angle,ASTM A709 Grade 50,30.76
24,L3x3x1/4 Angle,ASTM A500 Grade C,29.94
36,L3x3x1/4 Angle,ASTM A500 Grade C,5.37
43,L3x3x1/4 Angle,ASTM A588,3.71
2,C8x11.5 Channel,ASTM A992,2.9
30,C8x11.5 Channel,ASTM A572 Grade 50,37.87
6,L4x4x3/8 Angle,ASTM A709 Grade 50,35.82
16,PL 3/8 Steel Plate,ASTM A709 Grade 50,13.39
12,L4x4x3/8 Angle,ASTM A992,1.02
46,L4x4x3/8 Angle,ASTM A992,17.35
8,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,10.05
37,W10x22 Wide Flange Beam,ASTM A992,3.06
2,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,7.64
27,L3x3x1/4 Angle,ASTM A588,6.21
7,PL 3/8 Steel Plate,ASTM A36,13.43
42,PL 3/8 Steel Plate,ASTM A500 Grade C,24.96
9,C10x15.3 Channel,ASTM A588,1.8
42,C10x15.3 Channel,ASTM A709 Grade 50,16.27
20,W10x22 Wide Flange Beam,ASTM A572 Grade 50,25.58
26,HSS6x6x3/8 Hollow Structural Section,ASTM A992,29.59
41,W10x22 Wide Flange Beam,ASTM A992,21.57
9,W8x18 Wide Flange Beam,ASTM A500 Grade B,5.13
39,W8x18 Wide Flange Beam,ASTM A36,28.18
27,C10x15.3 Channel,ASTM A709 Grade 50,34.62
14,L4x4x3/8 Angle,ASTM A992,33.32
7,C10x15.3 Channel,ASTM A500 Grade B,35.58
24,L4x4x3/8 Angle,ASTM A36,22.74
5,L4x4x3/8 Angle,ASTM A992,34.29
33,L3x3x1/4 Angle,ASTM A500 Grade C,29.7
33,PL 1/2 Steel Plate,ASTM A572 Grade 50,39.02
36,C10x15.3 Channel,ASTM A588,15.52
11,C10x15.3 Channel,ASTM A572 Grade 50,23.87
6,PL 1/2 Steel Plate,ASTM A992,21.05
20,C10x15.3 Channel,ASTM A588,32.21
15,L3x3x1/4 Angle,ASTM A36,24.98
20,W10x22 Wide Flange Beam,ASTM A500 Grade C,38.26
48,L3x3x1/4 Angle,ASTM A500 Grade B,23.35
9,PL 3/8 Steel Plate,ASTM A588,10.03
27,L3x3x1/4 Angle,ASTM A500 Grade C,18.49
23,W8x18 Wide Flange Beam,ASTM A572 Grade 50,36.47
33,PL 3/8 Steel Plate,ASTM A588,15.47
14,W10x22 Wide Flange Beam,ASTM A500 Grade C,6.36
48,C8x11.5 Channel,ASTM A500 Grade B,29.74
17,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,13.61
14,HSS4x4x1/4 Hollow Structural Section,ASTM A36,8.29
10,PL 1/2 Steel Plate,ASTM A992,3.56
16,PL 3/8 Steel Plate,ASTM A588,39.84
40,W10x22 Wide Flange Beam,ASTM A588,5.35
24,C8x11.5 Channel,ASTM A588,8.66
35,PL 1/2 Steel Plate,ASTM A36,8.21
11,PL 1/2 Steel Plate,ASTM A36,15.14
1,L3x3x1/4 Angle,ASTM A36,2.1
3,PL 1/2 Steel Plate,ASTM A588,36.97
41,PL 3/8 Steel Plate,ASTM A500 Grade C,35.37
39,L3x3x1/4 Angle,ASTM A572 Grade 50,30.34
45,C8x11.5 Channel,ASTM A572 Grade 50,14.91
23,C10x15.3 Channel,ASTM A588,38.77
36,C10x15.3 Channel,ASTM A500 Grade C,11.53
3,L4x4x3/8 Angle,ASTM A572 Grade 50,18.14
13,C10x15.3 Channel,ASTM A500 Grade C,2.53
14,C10x15.3 Channel,ASTM A709 Grade 50,9.32
35,W8x18 Wide Flange Beam,ASTM A709 Grade 50,19.47
45,HSS6x6x3/8 Hollow Structural Section,ASTM A588,23.13
14,W10x22 Wide Flange Beam,ASTM A36,23.93
31,C10x15.3 Channel,ASTM A500 Grade C,8.12
14,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,19.96
32,HSS6x6x3/8 Hollow Structural Section,ASTM A588,25.78
34,L3x3x1/4 Angle,ASTM A36,28.51
35,PL 1/2 Steel Plate,ASTM A992,2.68
3,C10x15.3 Channel,ASTM A500 Grade C,14.21
25,W8x18 Wide Flange Beam,ASTM A992,10.31
26,W8x18 Wide Flange Beam,ASTM A500 Grade C,25.26
11,C10x15.3 Channel,ASTM A992,20.76
49,HSS6x6x3/8 Hollow Structural Section,ASTM A992,10.59
20,W10x22 Wide Flange Beam,ASTM A500 Grade B,17.97
8,W10x22 Wide Flange Beam,ASTM A992,18.96
26,L4x4x3/8 Angle,ASTM A500 Grade C,10.17
14,PL 1/2 Steel Plate,ASTM A500 Grade B,24.13
2,W8x18 Wide Flange Beam,ASTM A588,10.42
38,W8x18 Wide Flange Beam,ASTM A500 Grade C,27.26
41,L3x3x1/4 Angle,ASTM A500 Grade B,9.2
20,L4x4x3/8 Angle,ASTM A709 Grade 50,31.4
31,W8x18 Wide Flange Beam,ASTM A572 Grade 50,16.38
15,L4x4x3/8 Angle,ASTM A572 Grade 50,21.59
20,L4x4x3/8 Angle,ASTM A572 Grade 50,11.13
4,L4x4x3/8 Angle,ASTM A572 Grade 50,18.5
11,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,28.75
36,C10x15.3 Channel,ASTM A588,20.59
34,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,5.22
50,L3x3x1/4 Angle,ASTM A992,4.41
49,L4x4x3/8 Angle,ASTM A500 Grade C,26.8
30,W10x22 Wide Flange Beam,ASTM A500 Grade B,31.72
3,C10x15.3 Channel,ASTM A572 Grade 50,21.57
9,L4x4x3/8 Angle,ASTM A709 Grade 50,14.03
11,PL 3/8 Steel Plate,ASTM A500 Grade B,31.33
15,C10x15.3 Channel,ASTM A500 Grade C,11.56
16,L4x4x3/8 Angle,ASTM A36,29.7
34,C8x11.5 Channel,ASTM A588,18.69
43,C10x15.3 Channel,ASTM A709 Grade 50,28.25
17,W10x22 Wide Flange Beam,ASTM A572 Grade 50,26.73
21,C10x15.3 Channel,ASTM A709 Grade 50,8.16
29,C8x11.5 Channel,ASTM A500 Grade C,18.1
23,W10x22 Wide Flange Beam,ASTM A36,1.03
2,PL 1/2 Steel Plate,ASTM A500 Grade B,4.72
32,W8x18 Wide Flange Beam,ASTM A500 Grade C,35.01
21,PL 1/2 Steel Plate,ASTM A709 Grade 50,9.86
36,C10x15.3 Channel,ASTM A500 Grade B,24.77
42,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,35.56
19,C10x15.3 Channel,ASTM A500 Grade B,21.97
25,PL 1/2 Steel Plate,ASTM A588,4.86
8,L4x4x3/8 Angle,ASTM A588,25.53
19,HSS4x4x1/4 Hollow Structural Section,ASTM A588,16.92
4,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,13.03
50,W10x22 Wide Flange Beam,ASTM A709 Grade 50,25.16
30,PL 3/8 Steel Plate,ASTM A500 Grade B,8.25
36,C10x15.3 Channel,ASTM A500 Grade B,11.21
14,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,17.72
25,PL 3/8 Steel Plate,ASTM A500 Grade C,15.26
25,PL 1/2 Steel Plate,ASTM A572 Grade 50,35.65
22,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,37.64
41,C8x11.5 Channel,ASTM A709 Grade 50,4.68
21,L4x4x3/8 Angle,ASTM A588,36.84
46,C8x11.5 Channel,ASTM A709 Grade 50,7.08
41,PL 3/8 Steel Plate,ASTM A588,28.3
47,HSS6x6x3/8 Hollow Structural Section,ASTM A36,18.27
9,L3x3x1/4 Angle,ASTM A36,29.23
20,PL 3/8 Steel Plate,ASTM A500 Grade B,1.6
12,PL 1/2 Steel Plate,ASTM A500 Grade C,39.88
9,PL 1/2 Steel Plate,ASTM A588,21.72
20,PL 1/2 Steel Plate,ASTM A500 Grade B,30.25
23,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,8.7
30,HSS4x4x1/4 Hollow Structural Section,ASTM A992,15.23
6,L3x3x1/4 Angle,ASTM A992,34.33
45,W8x18 Wide Flange Beam,ASTM A572 Grade 50,30.66
29,HSS4x4x1/4 Hollow Structural Section,ASTM A36,11.96
43,W8x18 Wide Flange Beam,ASTM A588,26.44
8,C8x11.5 Channel,ASTM A500 Grade C,2.95
49,PL 1/2 Steel Plate,ASTM A992,6.84
37,L3x3x1/4 Angle,ASTM A588,7.51
32,L3x3x1/4 Angle,ASTM A572 Grade 50,16.87
10,L4x4x3/8 Angle,ASTM A500 Grade C,1.67
2,L4x4x3/8 Angle,ASTM A500 Grade C,26.81
18,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,12.15
48,W10x22 Wide Flange Beam,ASTM A588,15.3
46,W8x18 Wide Flange Beam,ASTM A572 Grade 50,21.68
31,PL 3/8 Steel Plate,ASTM A500 Grade C,11.56
33,C10x15.3 Channel,ASTM A588,14.63
3,PL 1/2 Steel Plate,ASTM A500 Grade C,10.99
33,C8x11.5 Channel,ASTM A709 Grade 50,23.5
6,W8x18 Wide Flange Beam,ASTM A36,13.05
37,L4x4x3/8 Angle,ASTM A500 Grade C,9.36
46,W8x18 Wide Flange Beam,ASTM A500 Grade C,35.26
6,C10x15.3 Channel,ASTM A36,27.72
39,PL 3/8 Steel Plate,ASTM A709 Grade 50,6.51
37,PL 3/8 Steel Plate,ASTM A709 Grade 50,25.13
37,PL 3/8 Steel Plate,ASTM A36,6.83
19,L4x4x3/8 Angle,ASTM A500 Grade C,38.55
44,C8x11.5 Channel,ASTM A500 Grade C,39.22
24,PL 1/2 Steel Plate,ASTM A500 Grade C,1.1
29,W10x22 Wide Flange Beam,ASTM A500 Grade C,26.61
17,L3x3x1/4 Angle,ASTM A588,27.56
47,L4x4x3/8 Angle,ASTM A709 Grade 50,15.17
39,HSS6x6x3/8 Hollow Structural Section,ASTM A992,32.55
4,PL 1/2 Steel Plate,ASTM A36,28.46
8,PL 1/2 Steel Plate,ASTM A572 Grade 50,13.64
8,L4x4x3/8 Angle,ASTM A500 Grade B,11.94
49,PL 3/8 Steel Plate,ASTM A500 Grade B,26.84
6,PL 3/8 Steel Plate,ASTM A500 Grade B,33.57
39,L3x3x1/4 Angle,ASTM A572 Grade 50,34.89
9,HSS6x6x3/8 Hollow Structural Section,ASTM A588,31.52
1,HSS4x4x1/4 Hollow Structural Section,ASTM A992,20.8
38,W8x18 Wide Flange Beam,ASTM A500 Grade B,26.58
1,W8x18 Wide Flange Beam,ASTM A572 Grade 50,27.09
38,C8x11.5 Channel,ASTM A588,1.86
37,C8x11.5 Channel,ASTM A588,21.83
39,L3x3x1/4 Angle,ASTM A500 Grade B,20.01
16,C8x11.5 Channel,ASTM A500 Grade C,3.36
37,W8x18 Wide Flange Beam,ASTM A36,3.93
16,L4x4x3/8 Angle,ASTM A36,8.8
27,L4x4x3/8 Angle,ASTM A500 Grade B,12.18
3,W8x18 Wide Flange Beam,ASTM A572 Grade 50,28.31
23,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,21.8
1,PL 1/2 Steel Plate,ASTM A500 Grade B,2.28
49,PL 1/2 Steel Plate,ASTM A588,39.47
11,PL 1/2 Steel Plate,ASTM A500 Grade C,26.72
15,W8x18 Wide Flange Beam,ASTM A572 Grade 50,4.86
16,L4x4x3/8 Angle,ASTM A36,15.33
25,L3x3x1/4 Angle,ASTM A500 Grade C,16.85
12,C8x11.5 Channel,ASTM A992,27.04
39,C10x15.3 Channel,ASTM A36,6.87
2,W10x22 Wide Flange Beam,ASTM A992,18.59
35,PL 3/8 Steel Plate,ASTM A500 Grade C,35.55
37,W10x22 Wide Flange Beam,ASTM A572 Grade 50,12.01
4,HSS4x4x1/4 Hollow Structural Section,ASTM A36,30.5
28,W10x22 Wide Flange Beam,ASTM A500 Grade C,35.06
12,W10x22 Wide Flange Beam,ASTM A992,8.4
26,W8x18 Wide Flange Beam,ASTM A709 Grade 50,30.17
15,W8x18 Wide Flange Beam,ASTM A572 Grade 50,10.21
16,PL 1/2 Steel Plate,ASTM A500 Grade C,39.23
21,W10x22 Wide Flange Beam,ASTM A36,4.86
28,PL 1/2 Steel Plate,ASTM A500 Grade B,4.14
20,HSS6x6x3/8 Hollow Structural Section,ASTM A588,32.22
18,L3x3x1/4 Angle,ASTM A992,6.37
26,L3x3x1/4 Angle,ASTM A992,21.15
18,PL 1/2 Steel Plate,ASTM A500 Grade C,20.24
33,W8x18 Wide Flange Beam,ASTM A572 Grade 50,2.25
45,W10x22 Wide Flange Beam,ASTM A588,25.04
30,HSS6x6x3/8 Hollow Structural Section,ASTM A992,9.93
15,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,1.2
5,C10x15.3 Channel,ASTM A992,22.18
29,L3x3x1/4 Angle,ASTM A588,14.83
47,W8x18 Wide Flange Beam,ASTM A500 Grade C,32.65
9,L3x3x1/4 Angle,ASTM A992,27.45
32,C10x15.3 Channel,ASTM A572 Grade 50,11.7
4,HSS4x4x1/4 Hollow Structural Section,ASTM A36,21.23
47,L3x3x1/4 Angle,ASTM A992,38.79
15,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,30.93
31,PL 3/8 Steel Plate,ASTM A36,28.57
30,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,18.2
24,C8x11.5 Channel,ASTM A572 Grade 50,7.56
6,C8x11.5 Channel,ASTM A709 Grade 50,26.52
13,C10x15.3 Channel,ASTM A500 Grade B,5.45
4,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,30.85
50,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,35.84
33,L3x3x1/4 Angle,ASTM A500 Grade C,22.09
